PULocationID,DOLocationID,trip_distance,passenger_count,fare_amount,total_amount,duration,prediction
25,181,1.92,1.0,8.0,11.0,8.3,9.959209714892078
244,151,5.97,1.0,19.0,28.19,15.5,18.066779295867395
130,36,11.52,1.0,33.0,43.94,23.3,28.402847968617685
24,138,8.48,1.0,27.0,33.92,22.95,24.154405070061138
247,69,2.1,1.0,11.0,14.75,15.033333333333333,11.553469941510892
74,152,1.53,1.0,7.5,9.96,7.4,9.392565015397793
43,239,1.62,1.0,8.5,16.31,9.316666666666666,10.78243833027402
43,43,2.35,1.0,8.5,12.09,14.75,9.954180777944192
168,42,0.7,1.0,5.0,5.8,3.4833333333333334,6.972737361291509
166,243,4.3,1.0,16.5,17.3,17.25,16.041564026687844
97,49,1.32,1.0,7.5,8.3,9.433333333333334,8.956986258024568
24,151,0.45,3.0,4.0,5.8,3.1,6.696244109759484
75,116,2.81,6.0,11.0,11.8,12.416666666666666,11.411845962670025
42,41,1.59,1.0,8.0,9.3,7.616666666666666,9.427558793600221
75,263,1.3,1.0,8.5,14.05,10.4,10.646293114961766
42,42,0.88,1.0,5.0,6.8,4.183333333333334,7.245032357988105
74,238,3.1,2.0,14.0,21.55,17.583333333333332,14.708059971222099
41,42,0.7,1.0,4.0,5.8,2.05,6.507102375589184
242,235,0.0,1.0,16.2,17.0,26.516666666666666,15.67321437157946
213,76,18.5,2.0,52.5,60.42,38.666666666666664,42.527743483002716
41,74,0.7,1.0,5.0,8.3,4.566666666666666,7.4360242951530005
41,74,0.95,1.0,6.0,6.8,5.616666666666666,8.008706914562566
166,141,3.5,1.0,17.0,23.55,22.633333333333333,16.51067873606498
85,7,15.73,1.0,54.0,57.55,55.75,43.43288175054523
41,42,1.26,1.0,6.5,10.38,7.183333333333334,8.494856230902464
75,42,2.16,1.0,9.5,10.3,10.533333333333333,10.452496711460231
145,145,0.0,1.0,9.0,9.8,13.066666666666666,10.25567517791622
65,33,0.59,1.0,5.5,7.3,6.15,7.552178358271623
136,78,2.01,2.0,11.5,12.8,15.966666666666667,11.894586617241579
97,35,4.71,1.0,22.5,24.3,34.86666666666667,20.078146800276357
75,74,0.63,1.0,4.5,6.3,3.55,6.910654002453494
41,263,1.49,1.0,7.5,13.28,8.183333333333334,9.977563851853247
197,49,12.59,1.0,38.0,42.55,30.516666666666666,31.6010738614049
74,41,1.28,1.0,7.0,9.96,7.233333333333333,8.746601995194053
75,166,1.69,1.0,8.5,11.16,9.916666666666666,10.18288711887664
244,239,5.26,1.0,17.5,27.37,13.716666666666667,17.248218833557374
244,170,10.06,1.0,28.0,38.46,19.166666666666668,24.86070784024035
226,218,13.73,1.0,38.5,42.05,26.416666666666668,32.328144241133295
74,236,1.84,1.0,8.5,12.05,9.4,10.439147830885862
122,191,1.47,1.0,7.0,7.8,5.533333333333333,8.942438929181904
130,38,3.7,1.0,14.5,15.3,19.15,14.04946049357551
75,213,6.69,1.0,19.5,20.8,13.1,18.358489084285587
227,197,23.94,1.0,70.0,70.8,54.766666666666666,55.38076936437458
41,116,2.1,1.0,9.5,12.85,10.95,10.884542452136074
130,138,6.86,1.0,22.0,22.3,10.383333333333333,19.841752817732925
41,236,2.03,1.0,9.0,15.05,10.533333333333333,11.029645255121132
74,237,2.83,1.0,13.5,22.17,17.633333333333333,14.481520847487669
92,142,10.85,5.0,37.0,40.55,43.1,30.940216699235187
62,188,1.3,1.0,10.5,11.8,14.316666666666666,11.653749117834398
75,75,1.64,1.0,10.0,11.3,10.9,10.947653935101817
127,220,0.93,1.0,6.0,8.84,6.433333333333334,8.411754151796368
7,7,1.12,1.0,6.0,7.8,6.683333333333334,7.944082830531355
41,60,4.62,1.0,19.0,23.76,30.383333333333333,17.848363087693713
260,260,0.81,1.0,6.5,7.3,7.25,8.539946976995719
42,48,4.8,1.0,17.5,25.26,19.166666666666668,16.904204320143172
74,42,0.92,1.0,6.0,6.8,6.416666666666667,7.865635203577554
75,166,2.2,1.0,10.5,11.3,12.7,11.537856436818188
42,42,0.88,1.0,6.0,6.8,6.75,7.917832403888603
255,37,1.71,5.0,9.0,12.3,11.233333333333333,9.656915326536703
41,74,0.0,1.0,7.5,9.96,10.1,9.228801237984353
41,237,2.56,1.0,10.0,16.26,10.9,11.78602964722533
166,43,2.07,1.0,10.0,13.55,12.5,10.860186584689863
244,116,1.15,1.0,7.0,9.75,7.7,8.66442657142193
41,263,2.51,1.0,12.0,18.66,14.8,13.364341497726747
65,49,1.22,1.0,7.5,9.45,9.85,9.085946307313383
42,42,0.86,1.0,5.0,6.3,4.083333333333333,7.211655051722106
152,244,1.53,1.0,8.0,13.0,7.616666666666666,10.061223191552866
216,216,0.0,2.0,3.0,3.8,1.9833333333333334,5.829267476592468
75,151,1.65,1.0,8.0,11.76,9.066666666666666,9.844705613389598
147,78,1.91,1.0,9.5,10.3,11.25,10.435432135401951
65,97,1.02,1.0,8.0,12.25,10.65,9.743104685454036
74,236,2.11,1.0,8.5,12.05,8.033333333333333,10.43916045321782
97,86,23.15,1.0,64.5,65.3,43.9,51.21569950897903
75,74,1.28,1.0,8.0,12.25,9.25,9.6626633684142
25,89,5.9,1.0,21.0,28.5,22.9,19.61740431921273
181,195,1.64,1.0,11.5,12.3,15.616666666666667,12.185347390953147
74,74,0.4,1.0,3.5,4.3,1.1,6.1059689400288
42,166,1.7,1.0,8.0,11.0,8.633333333333333,9.889637415843659
195,181,2.73,1.0,12.0,12.8,14.966666666666667,12.493295141197157
43,41,1.17,1.0,7.0,9.5,7.05,8.766458440526058
33,195,1.75,1.0,7.5,11.16,7.816666666666666,9.659474923341296
130,130,0.99,5.0,6.5,8.3,7.383333333333334,8.171127000505386
43,236,1.58,1.0,9.0,16.26,10.966666666666667,11.107132594502154
41,74,1.05,1.0,6.5,7.3,7.666666666666667,8.378487983729023
74,237,2.63,1.0,11.0,14.55,12.75,12.290855484577381
24,151,1.16,1.0,6.5,8.3,5.533333333333333,8.687710416365526
75,42,2.36,1.0,9.0,10.8,8.866666666666667,10.149482409663952
75,116,3.08,1.0,12.5,13.3,14.883333333333333,12.877565626199205
97,26,5.18,1.0,19.5,20.3,22.4,17.767658909697282
75,263,1.78,1.0,7.5,13.86,7.25,9.960832487676717
116,116,0.5,1.0,4.0,4.8,2.45,6.524366252112983
74,75,1.2,1.0,6.0,6.8,6.083333333333333,7.957677061214096
197,75,14.31,1.0,46.5,53.42,40.9,38.118064486114825
244,238,4.52,1.0,15.5,23.06,12.766666666666667,15.612091076257009
196,227,0.0,1.0,34.2,35.0,43.8,29.03789072303107
41,42,1.62,1.0,9.0,9.8,10.383333333333333,10.138156584746659
41,42,2.21,1.0,10.5,11.3,11.933333333333334,11.24751334956554
69,197,14.71,1.0,54.0,64.17,57.38333333333333,44.43069935959684
75,48,3.7,2.0,17.5,25.25,26.683333333333334,16.778379505467395
95,56,1.5,1.0,10.0,10.8,13.116666666666667,10.82866033972695
75,74,1.38,1.0,7.5,8.3,7.733333333333333,9.062594687301992
74,42,0.9,1.0,6.5,7.3,6.533333333333333,8.235410662818698
74,74,0.77,1.0,4.5,5.3,3.433333333333333,6.845539025755912
75,140,2.38,1.0,9.0,15.06,7.933333333333334,10.707147580836569
166,239,1.93,2.0,9.5,16.86,10.85,11.22005112877324
42,116,0.45,1.0,4.0,5.8,3.1333333333333333,6.711827007237725
75,74,1.04,1.0,5.5,8.19,4.816666666666666,7.709635899031344
75,213,6.71,2.0,20.0,21.3,16.233333333333334,18.656990841799605
74,74,0.45,1.0,3.5,4.3,2.283333333333333,6.105971277497682
42,152,1.28,1.0,8.0,8.8,14.133333333333333,9.703719239923796
97,49,1.54,1.0,9.0,11.76,11.233333333333333,10.197161100985237
130,139,4.99,1.0,17.0,17.8,13.15,16.180066575927988
74,166,1.63,1.0,8.0,10.12,8.116666666666667,9.778692659651007
74,238,2.87,1.0,13.5,15.3,16.6,14.025720126636648
236,237,1.03,5.0,5.0,10.26,2.683333333333333,7.418251064468563
130,145,11.26,5.0,34.0,41.76,25.866666666666667,28.948986402926707
42,247,1.06,1.0,6.5,7.3,6.9,8.859311073648172
130,123,15.84,1.0,47.5,48.3,42.13333333333333,38.692313845990064
41,42,1.59,1.0,8.0,8.8,8.1,9.39860239380794
65,181,1.39,1.0,8.0,11.0,8.4,9.893936099864245
74,42,1.34,1.0,8.0,8.8,9.65,9.344760415230937
181,17,1.7,1.0,10.5,11.3,14.233333333333333,10.949399811387991
7,129,2.64,1.0,10.5,14.69,10.533333333333333,11.771908058200589
244,140,8.37,1.0,25.0,29.55,19.016666666666666,22.163799243717115
244,229,8.32,1.0,27.5,37.26,27.683333333333334,24.60865946414833
75,143,2.86,1.0,13.0,21.06,17.15,13.807252911100338
244,127,2.58,1.0,9.5,12.36,7.2,10.551394451793602
197,10,2.5,1.0,9.0,9.8,5.516666666666667,9.794487239282876
41,166,0.98,1.0,6.5,8.3,7.35,8.701802503483858
116,166,5.78,1.0,19.0,21.8,15.833333333333334,17.890847927787547
75,75,0.36,1.0,4.5,7.56,4.25,6.997538586282941
7,125,7.22,1.0,24.0,33.06,25.566666666666666,22.070015668618048
74,41,1.0,1.0,6.0,6.8,6.116666666666666,7.862850192988042
24,263,2.08,2.0,9.5,12.88,10.9,11.252945613151578
75,74,0.59,1.0,4.0,4.8,2.1,6.474122995692802
42,42,1.02,1.0,6.5,8.3,6.7,8.354368085587058
52,140,7.8,1.0,24.5,33.65,21.966666666666665,22.414253239821804
61,61,2.0,1.0,9.0,9.8,9.283333333333333,10.158536190836017
92,135,2.96,1.0,11.5,12.3,12.15,12.163262731981687
74,75,1.84,1.0,9.0,11.76,9.333333333333334,10.307200721599456
75,74,0.75,1.0,5.0,6.8,3.466666666666667,7.280436006607504
28,28,0.0,2.0,10.0,12.88,1.6333333333333333,10.92736713677606
24,151,1.3,1.0,6.5,7.3,6.366666666666666,8.620964218721502
75,224,5.25,1.0,25.0,33.69,37.3,22.949941125129826
7,202,2.05,1.0,8.5,11.3,10.183333333333334,10.403567376398598
75,137,4.14,1.0,12.5,16.05,9.783333333333333,13.119748983905088
166,116,1.37,1.0,6.5,9.96,6.5,8.469290143094208
75,151,1.54,1.0,8.0,8.8,9.5,9.647112352989659
166,238,1.32,1.0,7.5,12.05,7.7,9.621828649315749
7,146,1.0,1.0,6.0,8.5,5.933333333333334,8.378440465417148
74,41,0.84,1.0,5.0,5.8,4.383333333333334,7.123289924630232
42,140,0.0,1.0,19.2,20.0,11.616666666666667,17.953185624966558
74,151,2.4,1.0,12.0,16.0,15.566666666666666,12.820603708412474
75,179,6.3,1.0,25.5,39.05,35.2,23.518691160744055
41,75,0.99,1.0,6.5,7.3,7.916666666666667,8.381273929306087
260,82,1.22,6.0,7.0,7.8,7.733333333333333,8.056967083887685
241,69,4.2,1.0,23.5,24.3,34.25,20.610844706057108
41,247,1.7,1.0,9.0,10.8,10.583333333333334,10.776606927896662
166,200,7.9,1.0,22.5,33.93,13.25,21.06871443536336
69,213,0.0,1.0,17.2,18.0,34.016666666666666,16.6336158718975
244,238,5.14,1.0,19.0,29.31,18.733333333333334,18.384124862503455
213,81,0.0,1.0,22.2,23.0,15.933333333333334,19.728368926653523
127,177,21.0,1.0,60.0,76.85,46.016666666666666,49.16383263851838
74,74,1.07,1.0,6.0,8.16,6.65,8.045665963132656
42,42,0.54,1.0,4.5,5.3,3.6666666666666665,6.8084873264141255
33,33,0.43,1.0,4.0,6.5,2.4166666666666665,6.541767685761096
167,248,2.52,1.0,11.0,11.8,19.083333333333332,11.98625300803219
75,161,2.6,2.0,13.5,20.45,17.866666666666667,14.08184354426546
97,190,2.74,1.0,11.0,17.8,11.216666666666667,12.339217683183737
41,237,2.94,1.0,12.0,19.44,13.45,13.34392122512074
82,95,1.4,1.0,7.0,7.8,6.5,8.739964442769903
74,41,0.94,1.0,4.5,5.3,2.9166666666666665,6.753518205339299
82,157,2.04,1.0,9.5,12.36,11.833333333333334,10.899289516644986
41,235,4.42,1.0,17.5,18.3,22.816666666666666,16.962715039058068
75,74,1.45,4.0,7.0,10.56,6.466666666666667,8.663232419880071
69,140,6.84,1.0,21.5,28.05,16.516666666666666,19.994262108309677
97,97,0.93,2.0,7.0,10.14,8.35,8.80597750332613
40,97,1.98,1.0,9.5,10.3,11.216666666666667,10.66296230938242
75,163,2.27,1.0,11.0,17.88,13.85,12.305126526630056
75,42,2.5,1.0,9.5,10.8,8.583333333333334,10.485888977527068
116,238,2.92,1.0,11.0,18.19,9.716666666666667,12.468126495593122
41,224,6.6,1.0,28.5,32.55,40.13333333333333,25.284167783105545
74,143,4.13,1.0,15.5,22.86,18.0,15.611098555110013
75,229,3.28,1.0,11.0,14.55,9.283333333333333,12.266944646408621
130,265,13.92,1.0,49.0,49.8,45.4,40.19755584651156
166,41,0.96,1.0,6.0,9.36,6.0,7.883663016885888
179,207,1.67,1.0,7.5,8.3,7.283333333333333,9.263865087974455
116,116,0.4,1.0,4.0,5.8,2.683333333333333,6.591114319732112
134,134,0.56,1.0,4.5,6.96,3.816666666666667,7.025790536627801
75,161,2.4,1.0,11.0,15.55,12.566666666666666,12.144021212812147
74,75,1.36,1.0,6.0,9.0,4.45,8.10454057473968
116,116,0.27,2.0,4.5,6.3,4.45,6.88960906483949
166,24,1.1,1.0,6.0,8.5,5.933333333333334,7.778853444024563
95,197,2.5,1.0,11.0,11.8,13.55,11.96147370366269
7,141,3.71,1.0,13.0,19.86,13.5,13.832534880281681
7,193,0.71,1.0,5.5,6.3,4.966666666666667,8.026242126889136
116,152,1.34,1.0,7.0,7.8,7.116666666666666,8.84345890639233
97,61,3.09,1.0,14.5,19.56,19.85,14.45177021339371
119,159,2.26,1.0,12.5,13.3,17.233333333333334,12.925669843274115
95,129,5.5,1.0,20.5,21.3,21.666666666666668,18.797730405439708
42,146,6.4,1.0,23.0,29.92,26.05,21.189044704807934
65,97,1.3,1.0,16.0,19.8,25.966666666666665,15.629501348788294
75,236,2.04,1.0,10.5,17.05,13.066666666666666,12.116889764400401
41,140,3.4,1.0,15.5,22.86,21.633333333333333,15.65652846767778
74,74,0.65,1.0,4.5,5.3,3.6666666666666665,6.845533415830596
41,41,0.25,1.0,3.0,4.8,1.5,5.764739799372142
41,166,1.2,1.0,6.5,8.3,6.833333333333333,8.701812788346935
41,233,5.68,1.0,19.5,27.66,18.366666666666667,18.927602204327933
129,138,3.83,1.0,12.5,15.96,8.733333333333333,13.02842956419974
43,238,1.7,1.0,8.0,15.05,8.15,10.359144841112574
130,131,4.08,1.0,15.0,18.96,15.116666666666667,14.889547119241577
42,42,0.78,1.0,5.5,6.3,4.566666666666666,7.548051334722146
42,41,0.5,1.0,4.0,5.28,2.55,6.467961628097912
41,41,0.71,1.0,5.0,5.8,4.166666666666667,7.177114138443738
74,116,2.23,2.0,11.0,11.8,12.916666666666666,11.698552355786354
95,130,3.8,1.0,14.0,15.8,15.366666666666667,14.060099299621324
74,75,1.1,1.0,5.5,6.3,3.9833333333333334,7.587895992047639
33,137,5.4,1.0,18.0,21.55,14.95,17.255859504387118
130,130,1.56,1.0,8.5,9.3,9.7,9.868608768817428
95,95,1.31,1.0,7.0,9.36,7.233333333333333,8.822888641410918
74,236,1.8,1.0,7.5,11.05,6.9,9.699593172453365
42,42,0.39,1.0,4.5,6.3,4.283333333333333,6.875233056564374
244,236,5.52,1.0,17.5,21.05,14.633333333333333,16.817987403816833
77,169,18.79,1.0,57.0,66.67,47.65,46.525037308467525
260,157,2.47,6.0,11.5,15.38,14.4,11.799767806222308
244,239,5.39,1.0,18.5,29.97,15.216666666666667,18.094582087524884
75,151,1.89,1.0,8.0,11.44,6.916666666666667,9.823355955622022
244,239,5.69,1.0,22.0,26.55,23.733333333333334,20.221101893445343
33,40,1.45,1.0,8.0,8.8,9.2,9.406068115387168
82,7,1.97,1.0,10.5,11.3,12.683333333333334,11.083015802020526
75,263,1.5,1.0,7.0,12.65,7.05,9.543648556406893
74,41,0.76,1.0,5.5,6.3,4.6,7.4930625789087175
7,260,1.84,1.0,8.5,11.16,9.266666666666667,10.555959706375177
74,136,5.11,1.0,21.5,27.88,25.2,19.963522158760625
7,100,4.77,1.0,18.0,22.55,20.183333333333334,17.261810769473914
41,140,3.74,1.0,16.5,24.06,21.133333333333333,16.409447699434942
146,7,2.25,1.0,10.0,11.3,11.25,10.642230728323701
244,151,4.7,1.0,15.5,23.46,11.583333333333334,15.39617929121197
74,236,1.5,1.0,6.5,7.3,5.216666666666667,8.776456317151235
215,265,9.59,1.0,30.5,34.05,27.883333333333333,26.56054309682858
75,256,9.02,1.0,30.0,33.55,30.95,26.394012233099076
41,74,1.33,1.0,7.0,9.36,7.116666666666666,8.852411746172205
22,155,4.66,1.0,24.0,27.55,37.483333333333334,21.761282580717875
75,75,0.31,1.0,3.5,4.3,1.7,6.107122262178094
130,215,2.05,3.0,10.0,10.8,12.033333333333333,11.07245351117042
129,142,7.9,1.0,19.2,22.75,46.93333333333333,18.000786265820185
41,142,2.35,1.0,10.0,16.26,9.316666666666666,11.52108852858249
244,236,7.21,1.0,23.5,33.66,21.316666666666666,21.696618769310412
75,142,2.53,1.0,11.0,18.66,11.583333333333334,12.298642059328463
43,238,1.23,1.0,7.0,10.55,7.266666666666667,9.385935481498581
250,41,7.26,1.0,28.5,29.3,36.78333333333333,24.2159856978094
74,166,1.3,1.0,6.5,8.75,6.3,8.678025906202702
41,119,3.53,1.0,16.0,16.8,22.216666666666665,15.529849186818206
75,151,0.8,2.0,5.0,5.8,3.15,7.35714382137582
130,130,1.47,1.0,7.0,7.8,6.283333333333333,8.759275378687356
244,42,1.83,1.0,9.0,9.8,10.416666666666666,9.807028549988168
41,75,1.21,1.0,7.5,8.3,8.416666666666666,9.120837002626555
74,75,1.52,1.0,7.5,9.3,7.85,9.133773946257914
75,236,1.19,1.0,6.0,10.55,7.95,8.65535699425738
166,244,2.58,1.0,12.5,13.3,16.233333333333334,13.08606121446849
65,85,3.7,1.0,15.5,19.55,18.383333333333333,15.24306033222846
243,243,0.25,1.0,3.0,3.8,1.4833333333333334,5.931808034657639
75,151,1.4,1.0,7.0,10.55,7.283333333333333,9.091123061650855
196,19,9.3,2.0,28.5,30.3,25.85,24.238291656628427
82,258,5.1,2.0,19.5,20.3,23.65,18.367838037456863
82,95,1.96,1.0,9.5,13.56,10.383333333333333,10.806486534300316
129,102,4.0,3.0,15.5,16.8,18.833333333333332,14.859963790208795
112,37,0.0,1.0,14.2,15.0,17.216666666666665,13.85399491083733
52,195,1.34,1.0,7.0,9.8,7.583333333333333,9.201278805286446
42,263,3.12,1.0,14.5,18.05,20.416666666666668,15.004019735692196
244,159,1.99,1.0,13.0,13.3,18.7,13.058154625587116
43,151,0.85,1.0,4.5,7.25,2.283333333333333,7.241012254590325
197,10,2.82,5.0,13.5,15.3,17.333333333333332,12.904140202889957
41,42,0.87,1.0,5.0,5.8,3.8333333333333335,7.1799103688838795
42,243,4.2,1.0,15.5,18.3,14.45,15.63778344576532
75,263,0.91,1.0,6.0,11.26,5.95,8.778034616219518
74,74,1.04,1.0,6.5,7.31,6.683333333333334,8.32532475242822
82,157,1.7,1.0,8.0,9.3,9.1,9.685810160781758
76,72,0.0,1.0,15.2,16.0,21.833333333333332,14.749877922256895
130,130,2.05,1.0,8.5,9.3,8.233333333333333,9.868631676012463
130,130,1.8,1.0,8.5,9.3,8.166666666666666,9.868619988668058
95,28,1.93,1.0,9.5,12.96,9.7,10.558381327819763
41,159,3.3,1.0,14.0,14.8,15.316666666666666,14.16228287913543
65,62,3.39,1.0,14.5,18.36,16.8,14.426668767964602
25,61,4.36,1.0,18.0,21.8,25.366666666666667,17.07360379722632
41,161,3.99,2.0,15.0,22.26,17.383333333333333,15.267392570958116
116,238,3.76,1.0,14.5,20.05,15.116666666666667,14.94712602687789
75,74,1.35,1.0,7.0,7.8,6.733333333333333,8.692816890591967
95,135,1.7,1.0,7.5,8.3,6.016666666666667,9.200099011096995
74,238,2.51,1.0,11.0,13.8,12.383333333333333,12.24357406827412
95,95,0.74,1.0,4.0,5.3,1.2,6.533445721783195
42,41,1.83,1.0,10.0,11.8,12.333333333333334,10.940051961644079
43,238,0.73,1.0,4.5,5.3,3.183333333333333,7.353460093634839
166,42,2.49,2.0,13.0,14.8,17.016666666666666,12.887982963084129
61,72,0.85,1.0,6.0,7.8,6.566666666666666,8.037253062173406
7,223,2.37,5.0,13.0,14.8,18.166666666666668,13.438278616226047
74,43,1.4,1.0,8.0,8.8,9.983333333333333,9.347551970733317
75,75,0.73,2.0,5.0,8.5,3.7333333333333334,7.325427912804162
74,41,1.18,1.0,7.0,8.8,7.866666666666666,8.669164138890297
117,35,13.36,1.0,42.5,49.34,45.06666666666667,35.173416355098496
41,152,1.31,3.0,7.0,9.36,6.116666666666666,8.927382209878473
74,74,0.69,1.0,4.0,5.3,1.6833333333333333,6.509135262855452
97,97,0.5,2.0,4.5,8.19,3.966666666666667,6.993789438356565
108,82,22.56,1.0,63.0,63.8,43.36666666666667,50.07724431159039
97,61,1.58,1.0,8.5,9.8,8.633333333333333,9.763392579075242
74,75,1.44,1.0,7.0,9.75,6.633333333333334,8.827408917508055
41,116,2.39,1.0,10.5,13.3,12.05,11.587394789506686
130,130,0.12,1.0,3.0,4.8,1.5,5.867753855754895
75,236,1.04,1.0,6.5,10.05,6.683333333333334,8.958373633522541
188,62,1.44,1.0,8.5,10.3,11.75,9.651110049854292
247,227,18.96,1.0,53.0,53.8,44.766666666666666,42.85917724596118
43,236,0.8,2.0,5.5,11.45,5.766666666666667,8.359939705934988
25,33,0.49,1.0,4.5,6.36,3.6166666666666667,6.881874897287576
75,74,0.9,1.0,5.5,6.3,5.15,7.583466670685951
75,263,1.28,5.0,7.0,10.55,6.466666666666667,9.118355225365438
236,263,1.03,1.0,6.5,13.26,6.766666666666667,8.985319161831653
212,18,5.06,1.0,15.5,16.3,9.333333333333334,14.599541732783766
41,74,0.68,1.0,5.0,6.3,4.55,7.302517875051663
75,41,0.54,1.0,6.5,7.8,8.4,8.264350232835035
244,48,6.15,1.0,29.0,40.26,39.75,25.313252466830733
43,143,2.36,1.0,9.0,15.58,8.066666666666666,10.802423393883917
75,232,6.37,1.0,19.5,23.05,15.25,18.56165405549246
244,140,7.7,1.0,21.5,30.06,13.55,19.843011659686383
207,207,0.0,1.0,0.0,0.0,1.3166666666666667,3.6180647225374973
41,74,0.8,1.0,5.0,6.96,3.45,7.346580295064527
75,263,0.7,1.0,5.0,8.16,4.583333333333333,7.898291251023354
95,213,15.23,1.0,51.0,57.92,51.3,41.99732715461918
95,121,2.43,1.0,10.5,11.3,11.35,11.379748995958728
159,159,0.27,1.0,3.5,4.8,2.1,6.237729249316883
41,41,0.81,1.0,5.5,8.76,5.166666666666667,7.711106954300149
75,237,1.36,5.0,9.5,15.66,13.2,11.06895808049985
166,244,2.53,1.0,10.0,10.8,8.666666666666666,11.237176905856131
24,74,1.72,1.0,9.0,9.8,9.966666666666667,10.255132033045026
116,236,5.13,1.0,20.5,31.27,23.233333333333334,19.72737861933711
